normalized_part_number,models,model_count,part_number_variants,descriptions,categories,record_count,source_file
B23-642,PL-12E; PL-200/200X; PL-50; PL-51; PL-510; PL-510S; PL-51A; PL-71; PL-A35; PL-A45; PL-A45D; PL-A505; PL-L800,13,B23-642; B23-642-0; B23-642-A,Cartridge mounting washer (PL-200X); Washer,Turntable,16,parts_12.csv
B23-644,H-R9000; H-R99,2,B23-644-0,Insulating Washer,8-Track Tape,2,parts_12.csv
B23-657,H-R9000; H-R99,2,B23-657-0,Nylon Washer,8-Track Tape,2,parts_12.csv
B23-854,QT-74,1,B23-854-0,Teflon washer 6.5x4.2x0.3(t)mm,Reel To Reel Tape,2,parts_12.csv
B23-865,QT-6100; QT-6600; QT-74,3,B23-865-0,Teflon wahser; Teflon washer; Teflon washer 7x5.2x0.8(t)mm,Reel To Reel Tape,5,parts_12.csv
B23-866,QT-6100; QT-6600,2,B23-866-0,Teflon washer; Teflon Washer,Reel To Reel Tape,4,parts_12.csv
B28-002,SX-9000,1,B28-002-0,Shaft,Receiver,1,parts_12.csv
B28-851,QT-6100; QT-6600; QT-74,3,B28-851-0,Slot pin,Reel To Reel Tape,3,parts_12.csv
B31 -858,QT-6600,1,B31 -858-A,Pinch roller return spring,Reel To Reel Tape,1,parts_12.csv
B31 -865,QT-6100,1,B31 -865-0,Tension adjusting spring,Reel To Reel Tape,1,parts_12.csv
B31-0160,SX-9000,1,B31-0160,Spring for Front Cover,Receiver,1,parts_12.csv
B31-026,PL-A35; PL-A45; PL-A45D,3,B31-026-8; B31-026-B,Spring,Turntable,3,parts_12.csv
B31-028,PL-A35; PL-A45; PL-A45D,3,B31-028-B,Spﬂng; Spring,Turntable,3,parts_12.csv
B31-029,PL-A35; PL-A45; PL-A45D,3,B31-029-A; B31-029-B,Spﬂng; Spring,Turntable,3,parts_12.csv
B31-030,PL-A35,1,B31-030-A,Spring (A),Turntable,1,parts_12.csv
B31-031,PL-A35,1,B31-031-A,Spring (B),Turntable,1,parts_12.csv
B31-032,PL-A35,1,B31-032-A,Spring (C),Turntable,1,parts_12.csv
B31-033,PL-A35,1,B31-033-A,Spring (D),Turntable,1,parts_12.csv
B31-034,PL-50,1,B31-034-A,Return lever spring,Turntable,1,parts_12.csv
B31-035,PL-50,1,B31-035-0,Spring (SPEED SELECTOR SWITCH),Turntable,1,parts_12.csv
B31-036,PL-50,1,B31-036-A,Spring,Turntable,3,parts_12.csv
B31-042,PL-50,1,B31-042-0,Spring,Turntable,1,parts_12.csv
B31-443,QT-6100; QT-6600; QT-74,3,B31-443-A,Pause lever spring,Reel To Reel Tape,3,parts_12.csv
B31-444,QT-6100; QT-6600; QT-74,3,B31-444-0,Pause cam spring,Reel To Reel Tape,3,parts_12.csv
B31-607,PL-50,1,B31-607-A,Spring,Turntable,1,parts_12.csv
B31-612,PL-50; PL-55/55D,2,B31-612-0; B31-612-A,Lever spring; Spring (Lever spring),Turntable,2,parts_12.csv
B31-613,PL-50,1,B31-613-A,Spring (Return spring),Turntable,1,parts_12.csv
B31-616,PL-25/F,1,B31-616-0,Spring,Turntable,1,parts_12.csv
B31-617,PL-25/F,1,B31-617-0,Spring,Turntable,2,parts_12.csv
B31-621,PL-25/F,1,B31-621-0,Spring,Turntable,1,parts_12.csv
B31-622,PL-25/F,1,B31-622-0,Spring,Turntable,1,parts_12.csv
B31-623,PL-25/F,1,B31-623-0,Spring,Turntable,1,parts_12.csv
B31-645,PL-25/F; PL-A25; PL-A35; PL-A45,4,B31-645-A,Spring,Turntable,4,parts_12.csv
B31-696,PL-50; PL-55/55D,2,B31-696-0,Spring,Turntable,2,parts_12.csv
B31-698,PL-50,1,B31-698-0,Ring,Turntable,1,parts_12.csv
B31-700,PL-50,1,B31-700-0,Spring,Turntable,1,parts_12.csv
B31-701,PL-50,1,B31-701-0,Spring,Turntable,1,parts_12.csv
B31-744,PL-A25,1,B31-744-0,Lever spring; Spring for reset lever,Turntable,2,parts_12.csv
B31-745,PL-15D; PL-A25; PL-A35; PL-A45; PL-A45D; PL-A505,6,B31-745-A; B31-745-B,Fixed spring; Spring,Turntable,7,parts_12.csv
B31-746,PL-A25; PL-A35; PL-A45; PL-A45D,4,B31-746-0,Function lever spring; Spring,Turntable,4,parts_12.csv
B31-747,PL-A25,1,B31-747-C,Spring helical,Turntable,1,parts_12.csv
B31-748,PL-A25; PL-A35; PL-A45; PL-A45D,4,B31-748-0,Spring,Turntable,4,parts_12.csv
B31-749,PL-A25; PL-A35; PL-A45; PL-A505,4,B31-749-0; B31-749-B,Spring; Sprng,Turntable,4,parts_12.csv
B31-778,PL-A25,1,B31-778-0,Cancel spring,Turntable,1,parts_12.csv
B31-854,QT-6100; QT-6600; QT-74,3,B31-854-0,Contact lever spring,Reel To Reel Tape,3,parts_12.csv
B31-858,QT-6100; QT-74,2,B31-858-A,Pinch roller return spring,Reel To Reel Tape,2,parts_12.csv
B31-860,QT-6100; QT-6600,2,B31-860-0,Brake roller spring,Reel To Reel Tape,4,parts_12.csv
B31-864,QT-6100; QT-6600; QT-74,3,B31-864-0,Slide metal spring,Reel To Reel Tape,3,parts_12.csv
B31-865,QT-6100; QT-6600; QT-74,3,B31-865-0,Tension adjusting spring,Reel To Reel Tape,4,parts_12.csv
B32-010,PL-50,1,B32-010-C,Spring (plate) ‘,Turntable,1,parts_12.csv
B32-044,PL-50,1,B32-044-0,Arm rest spring,Turntable,1,parts_12.csv
B32-056,PL-510; PL-510S,2,B32-056,Strain relief,Turntable,2,parts_12.csv
B32-419,QT-6600,1,B32-419-0,Slide metal lever (B),Reel To Reel Tape,1,parts_12.csv
B32-605,PL-50,1,B32-605-0,Return guide plate holder,Turntable,1,parts_12.csv
B32-650,PL-A25,1,B32-650-A,Plate spring (C),Turntable,1,parts_12.csv
B32-667,PL-25/F,1,B32-667-0,Microswitch spring,Turntable,1,parts_12.csv
B32-678,PL-A25,1,B32-678-0,Locking lever,Turntable,1,parts_12.csv
B32-853,QT-6100; QT-6600; QT-74,3,B32-853-0,Slide stepper spring; Slide stopper spring,Reel To Reel Tape,3,parts_12.csv
B33-603,PL-A25; PL-A35; PL-A45; PL-A45D,4,B33-603-0; B33-603-A,Linking wire; Shaft,Turntable,4,parts_12.csv
B33-604,PL-A25,1,B33-604-A,Return lever spring,Turntable,1,parts_12.csv
B33-606,PL-A25,1,B33-606-0,Spring,Turntable,1,parts_12.csv
B33-607,PL-A25,1,B33-607-0,Wire spring,Turntable,1,parts_12.csv
B33-608,PL-A25; PL-A35; PL-A45; PL-A45D,4,B33-608-8; B33-608-A; B33-608-B,Spring; Wire spring,Turntable,4,parts_12.csv
B33-609,PL-A25; PL-A35; PL-A45; PL-A45D,4,B33-609-A,Return lever spring; Spring,Turntable,4,parts_12.csv
B33-613,H-R9000; H-R99,2,B33-613-A,Door Shaft,8-Track Tape,2,parts_12.csv
B33-616,PL-A25,1,B33-616-0,Wire spring,Turntable,1,parts_12.csv
B33-635,PL-A25; PL-A35; PL-A45; PL-A45D,4,B33-635-A; B33-635-C,Lock lever spring; Spring,Turntable,4,parts_12.csv
B33-671,H-R9000; H-R99,2,B33-671-B,Spring (Lock Plate Assembly),8-Track Tape,2,parts_12.csv
B33-673,H-R9000; H-R99,2,B33-673-A,Spring (Door),8-Track Tape,2,parts_12.csv
B33-726,H-R9000; H-R99,2,B33-726-0,Spring (Head Base),8-Track Tape,2,parts_12.csv
B33-727,H-R9000; H-R99,2,B33-727-0,Spring (Azimuth Adj.),8-Track Tape,2,parts_12.csv
B71-004,PL-71; QT-6100; SA-5200; SA-9900; SR-303; SX-434; SX-535; SX-636; TX-5300; TX-9500,10,B71-004; B71-004-0,Hex. nut 9:1:; M9 Nut; Nut (9ø); Nut (9ɸ); Nut (9φ); Nut (9Φ); Nut 9Φ; Nut 9ϕ; Nut M9,Integrated Amplifier; Receiver; Reel To Reel Tape; Reverb; Tuner; Turntable,13,parts_12.csv
B71-005,SA-5200; TX-9500,2,B71-005-0,Hex. nut 11ɸ; Nut (11ø),Integrated Amplifier; Tuner,2,parts_12.csv
B71-010,A-9; A-90; SA-9900; TX-6800/608,4,B71-010; B71-010-0,Nul; Nut (7φ); Nut 7 ɸ; Nut M7,Integrated Amplifier; Tuner,4,parts_12.csv
B71-031,H-R99; QX-9900; SX-434; SX-838,4,B71-031-0,Insulating Nut; Insulating nut; Nut (insulator),8-Track Tape; Receiver,4,parts_12.csv
B71-403,QT-6100; QT-6600; QT-74,3,B71-403-A,Special nut; Special nut (U),Reel To Reel Tape,6,parts_12.csv
B71-602,PL-50; PL-55/55D,2,B71-602-0,Nut,Turntable,2,parts_13.csv
B71-603,PL-25/F,1,B71-603-0,Nut,Turntable,1,parts_13.csv
B71-619,PL-50; PL-55/55D,2,B71-619-0,Nut; Washer,Turntable,2,parts_13.csv
B71-625,PL-A45,1,B71-625-A,Nut,Turntable,1,parts_13.csv
B71-635,PL-A25,1,B71-635-0,Nut special,Turntable,1,parts_13.csv
B71-636,PL-A25; PL-A35; PL-A45; PL-A45D,4,B71-636-0,Nut; Nut special,Turntable,4,parts_13.csv
B71-642,PL-A25,1,B71-642-0,Nut special,Turntable,1,parts_13.csv
B71-646,PL-50,1,B71-646-0,Nut,Turntable,1,parts_13.csv
B71-652,PL-510; PL-510S; PL-A505,3,B71-652; B71-652-A,Nut,Turntable,3,parts_13.csv
B71-653,PL-50; PL-51; PL-51A; PL-71; PL-A35; PL-A45D,6,B71-653-0; B71-653-A,Nut,Turntable,7,parts_13.csv
B71-656,PL-12E; PL-15D; PL-A25; PL-A35; PL-A45; PL-A45D,6,B71-656-0; B71-656-A; B71-656-B,Hexagon nut for center shaft; Nut,Turntable,6,parts_13.csv
B71-673,H-R9000; H-R99,2,B71-673-A,Hex. Nut (with Nylon Ring),8-Track Tape,2,parts_13.csv
B71-856,QT-6600; QT-74,2,B71-856-0,Special nut,Reel To Reel Tape,2,parts_13.csv
B90-002,H-R9000,1,B90-002-A,Screw (Dial Pulley A),8-Track Tape,1,parts_13.csv
BBH-352,RT-707,1,BBH-352,Shut off spring,Reel To Reel Tape,1,parts_13.csv
BBT30P080FZK,SX-6,1,BBT30P080FZK,Screw (3X8),Receiver,1,parts_13.csv
BBT3OPU80FZK,A-9,1,BBT3OPU80FZK,Screw 3X8,Integrated Amplifier,1,parts_13.csv
BBZ30P060FMC,A-66X,1,BBZ30P060FMC,Screw,Integrated Amplifier,1,parts_13.csv
BBZ30P060FZK,A-66X; SX-6,2,BBZ30P060FZK,Screw (3 x 6); Screw (3X6),Integrated Amplifier; Receiver,2,parts_13.csv
BBZ30P080FZK,A-66X,1,BBZ30P080FZK,Screw (3 x 8),Integrated Amplifier,1,parts_13.csv
BEB-219,RT-707,1,BEB-219,Cushion rubber,Reel To Reel Tape,1,parts_13.csv
BG-30,CT-F750; CT-F850,2,BG-30,Flourescent indicator tube; Indicator,Cassette Tape,2,parts_13.csv
BG5724S,TX-05,1,BG5724S,LED CT730,Tuner,1,parts_13.csv
BMZ40P080FZB,SX-6,1,BMZ40P080FZB,Screw (4X8),Receiver,1,parts_13.csv
BT5B 151 K,SX-828,1,BT5B 151 K,Wire wound  150 5W,Receiver,1,parts_13.csv
C15-001,SA-600; SA-800,2,C15-001-0; C15-001-O,Oil paper 0.01 450V; Oil paper 0.01 800V (KCW),Integrated Amplifier,2,parts_13.csv
C22-403,QT-6100; QT-6600; QT-74,3,C22-403-A,MP capacitor; MP capacitor 1uF+3uF 250V,Reel To Reel Tape,3,parts_13.csv
C35-055,SX-9000,1,C35-055-0,Volume Control with switch (50k-HB),Receiver,1,parts_13.csv
C43-003,CT-F1050; CT-F700; CT-F9191; PL-51; PL-51A; PL-55/55D; PL-71; QT-6100; QT-6600; QT-74; RT-909; SA-500A; SA-600; SA-7100; SA-800; SA-8100; SD-1100; SX-424; SX-525; SX-6000; SX-626 (1971); SX-727; SX-828,23,C43-003; C43-003-0; C43-003-O,"Capacitor; Capacitor (0.01 /1.4k); Capacitor 0.01 (D/G); Capacitor 0.01uF; Capacitor 0.01uF 1.4kV; Ceramic    1.4kV FVW model only; Ceramic  0.01  1 .4kV FVW model; Ceramic  0.01  1.4kV FVW model; Ceramic  0.01  DC .4kV; Ceramic  0.01  DC 1.4 kV; Ceramic  0.01  DC 1.4 kV (FVZW); Ceramic  0.01  DC 1.4kV; Ceramic 0.01  DC 1.4kV; Ceramic 0.01 1.4kV; Ceramic 0.01 1.4kV  FVW model only; Ceramic 0.01 DC 1 4kV (FVZW,FW); Ceramic 0.01 DC 1.4kV; Ceramic 0.01 DC 1.4kV (FV); Ceramic 0.01 DC 1.4kV (FVW); Ceramic 0.01 DC 1.4kV (FWV); Ceramic 0.01 DC 1.4kV (KU/KC); Ceramic 0.01 DC l.4kV (FVZW,FW); Ceramic 0.21 DC 1.4kV (FVW); Ceramic capacitor 0.01 uF DC1.4kV; Ceramic capacitor 0.01uF; Ceramic capacitor 0.01uF 1.4kV; Ceramic capacitor 0.01uF DC 1.4kV",Cassette Tape; Integrated Amplifier; Other; Receiver; Reel To Reel Tape; Turntable,46,parts_13.csv
C45-004,SX-1500T,1,C45-004-B,Cylinder trimmer,Receiver,1,parts_13.csv
C51-021,SX-440,1,C51-021-0,Electrolytic 1000 16V,Receiver,2,parts_13.csv
C52-045,SX-9000,1,C52-045-A,Electrolytic 2200 50V,Receiver,2,parts_13.csv
C52-046,SX-440,1,C52-046-A,Electrolytic 1000 35V,Receiver,1,parts_13.csv
C52-066,SA-500A,1,C52-066-B,Electrolytic 3300 50V (FV); Electrolytic 3300 50V (KU/KC),Integrated Amplifier,2,parts_13.csv
C52-071,SX-1500TD; SX-990,2,C52-071-0,Electrolytic  2200 80V; Electrolytic 2200uf  80V,Receiver,2,parts_13.csv
C52-074,SX-424,1,C52-074-B,Electrolytic  2200  50V,Receiver,1,parts_13.csv
C52-075,SX-525; SX-9000,2,C52-075-0; C52-075-B,Electrolytic 2200  35V; Electrolytic 2200 35V,Receiver,3,parts_13.csv
C52-076,SX-9000,1,C52-076-A,Electrolytic 2200 100V,Receiver,1,parts_13.csv
C52-077,QX-8000; QX-8000A; SA-600,3,C52-077-0; C52-077-A,Electrolytic 2200 35V; Electrolytic 2200 35V (FVW); Electrolytic 2200 35V (KCW),Integrated Amplifier; Receiver,12,parts_13.csv
C52-083,SA-800,1,C52-083-B,Electrolytic 4700 50V (FVW),Integrated Amplifier,1,parts_13.csv
C52-084,SX-6000,1,C52-084-B,Electrolytic 1000 50V,Receiver,2,parts_13.csv
C52-085,SA-600,1,C52-085-B; C52-085-O,Electrolytic 3300 80V; Electrolytic 3300 80V (FVW),Integrated Amplifier,2,parts_13.csv
C52-088,QM-800; QM-800A; QX-4000; QX-646; SA-1000; SA-800,6,C52-088-B; C52-088-C,"Electroiytic 4700 50V; Electrolytic 4700 50V; Electrolytic 4700 50V (FVW); Electrolytic capacitor 4,700 uF 50V; Electrolytic capacitor 4700uF 50V",Amplifier; Integrated Amplifier; Receiver,15,parts_13.csv
C64-030,SX-1000TW; SX-2500; SX-6000; SX-9000,4,C64-030-0; C64-030-O,AM Tuning Capacitor; AM Variable Capacitor; AM variable capacitor,Receiver,4,parts_13.csv
C64-033,SX-1000TA (Later),1,C64-033,Variable Capacitor,Receiver,1,parts_13.csv
C64-036,SX-1500T; SX-1500TD,2,C64-036-0; C64-036-B,4 gang air variable capacitor; Variable Capacitor for FM tuner unit 4-gang,Receiver,2,parts_13.csv
C64-045,SX-828,1,C64-045-0,AM tuning capacitor,Receiver,1,parts_13.csv
C81-013,SX-1500TD; SX-2500,2,C81-013-0,"30kΩ ,FM MUTlNG; 30kΩ MIC LEVEL",Receiver,2,parts_13.csv
C81-017,TX-1000,1,C81-017,CONTROL(AM OUTPUT LEVEL),Tuner,1,parts_13.csv
C81-433,T-6100,1,C81-433,CONTROL(REC LEVEL),Reel To Reel Tape,1,parts_13.csv
C81-435,T-3300; T-3500,2,C81-435,CONTROL(REC/PLAYBACK LEVEL),Cassette Tape,2,parts_13.csv
C81-436,T-8800,1,C81-436,CONTROL(RECORD LEVEL),Reel To Reel Tape,1,parts_13.csv
C82-033,SX-440,1,C82-033-0,"100K dual, Bass; 100K dual, Treble",Receiver,2,parts_13.csv
C82-038,SA-600; SX-1000TD; SX-1000TW; SX-1500T; SX-770,5,C82-038-0; C82-038-O,"250K dual Volume; 250kΩ dual,Volume; Dual type Volume control 250k",Integrated Amplifier; Receiver,5,parts_13.csv
C82-040,QL-600; QL-600A; SA-500; SX-6000; SX-770,5,C82-040; C82-040-0; C82-040-A; C82-040-O,"100K dual Bass control; 100K dual Treble control; 100k dual, Bass Control; 100k dual, Treble Control; 100k-B (BASS), dual; 100k-B (TREBLE), dual; 100k-B, dual variable (BASS,TREBLE); 100kΩ dual, BASS Control; 100kΩ dual, TREBLE Control",Integrated Amplifier; Receiver,9,parts_13.csv
C82-045,QX-8000; QX-8000A; SX-9000,3,C82-045; C82-045-0,"100k B, dual (BASS-FRONT); 100k B, dual (BASS-REAR); 100k B, dual (TREBLE-FRONT); 100k B, dual (TREBLE-REAR); BASS CONTROL (I00K-A); TREBLE CONTROL (100K-A)",Receiver,9,parts_13.csv
C82-045 0,QX-8000,1,C82-045 0,"100k B, dual (BASS-FRONT)",Receiver,1,parts_13.csv
C82-046,SX-424; SX-525,2,C82-046-A,"100k dual Bass; 100k dual Treble; Dual, bass; Dual, treble",Receiver,4,parts_13.csv
C82-049,QX-9900; SX-727; SX-828,3,C82-049-0,"500k B dual balance (FRONT); 500k,dual, Balance; 500k-B dual, balance (REAR); Dual  100k-B (Balance)",Receiver,4,parts_13.csv
C82-050,QA-800; QA-800A; SX-626 (1971); SX-626 (1973),4,C82-050-0,"100k-B Bass control; 100k-B dual (Bass); 100k-B dual (Treble); 100k-B Treble control; Bass control, 100k - B; Treble control, 100k- B; Variable resistor 100k-B (Bass); Variable resistor 100k-B (Treble)",Integrated Amplifier; Receiver,8,parts_13.csv
C82-051,TX-1000,1,C82-051,CONTROL(FM OUTPUT LEVEL),Tuner,1,parts_13.csv
C82-056,QX-9900,1,C82-056-B,Mic mixing control,Receiver,2,parts_13.csv
C85-010,SX-9000,1,C85-010-0,Volume Control (250k-A2),Receiver,1,parts_13.csv
C85-048,SA-1000; SA-700; SA-800; SA-900; SX-6000; SX-990,6,C85-048-0; C85-048-B; C85-048-O,"500K Dual BALANCE Control; 500k dual, BALANCE; 500k HB, dual, BALANCE; 500k, Dual, Balance; 500KΩ dual BALANCE; Dual-potentiometer 500k (HB BALANCE)",Integrated Amplifier; Receiver,6,parts_13.csv
C85-052,SA-600; SX-1000TA (Later); SX-1000TD; SX-1000TW; SX-1500T; SX-700T; SX-770,7,C85-052; C85-052-0; C85-052-O,"50K dual Balance; 50K dual. Balance; 50kΩ dual, Balance; Dual type Balance Volume control 50k",Integrated Amplifier; Receiver,7,parts_13.csv
C85-054,SA-1000; SA-700; SA-800; SA-900; SX-1000TA (Later); SX-6000; SX-700T; SX-990,8,C85-054; C85-054-0,"500k B, dual, VOLUME; 500K dual Volume; 500K Dual VOLUME Control; 500k dual, VOLUME; 500K dual. Volume; 500K, Dual, Volume; 500KΩ dual VOLUME; Dual-potentiometer 500k (B1 VOLUME)",Integrated Amplifier; Receiver,8,parts_13.csv
C85-056,QX-9900; SX-9000,2,C85-056-0; C85-056-B,"50k-A2, Mic mixing control; Volume Control with switch (50k-A2)",Receiver,4,parts_13.csv
C85-058,TX-1000,1,C85-058,CONTROL(MUTING LEVEL),Tuner,1,parts_13.csv
C87-018,SX-1000TA (Later); SX-1000TD; SX-1000TW; SX-1500T; SX-700T,5,C87-018; C87-018-0,100K dual  Bass; 100K dual Bass; 100K dual Treble; 100K dual. Bass; 100K dual. Treble,Receiver,10,parts_13.csv
C87-021,SA-500; SX-440,2,C87-021-0; C87-021-O,"250k dual, Volume; 250K Dual, Volume Control",Integrated Amplifier; Receiver,2,parts_13.csv
C87-024,SX-990,1,C87-024-0,"100KΩ, dual (Bass Control); 100KΩ, dual (Treble Control)",Receiver,2,parts_13.csv
C87-025,SX-424,1,C87-025-0,250k dual Volume,Receiver,1,parts_13.csv
C87-401,T-8800,1,C87-401,CONTROL(PLAYBACK LEVEL),Reel To Reel Tape,1,parts_13.csv
C88-009,SX-1500TD; SX-2500,2,C88-009-0,"500kΩ 4-gang, VOLUME and BALANCE; 500kΩ dual. VOLUME. BALANCE",Receiver,2,parts_13.csv
C88-010,SX-9000,1,C88-010-0,Volume Control (250k-A2),Receiver,1,parts_13.csv
C92-004,SX-1000TA (Later),1,C92-004,10K MPX Separatian Control,Receiver,1,parts_13.csv
C92-022,SX-1000TA (Later); SX-1000TD; SX-1500T; TX-900,4,C92-022; C92-022-0,"1K,L and R Level adjust; 1kΩ Left and Right Level Adjust; CONTROL(LEVEL ADJUSTMENT ""L""/""R",Receiver; Tuner,4,parts_13.csv
C92-026,SX-1000TA (Later); SX-1000TD; SX-1500T,3,C92-026; C92-026-0,300Ω Auto Level adjust; 300Ω Auto Level Adjust; 300Ω Current control,Receiver,5,parts_13.csv
C92-028,SX-1000TD; SX-1000TW; SX-1500T; SX-700T,4,C92-028-0,10k MPX Separation Control; 10K MPX Separation Control,Receiver,4,parts_13.csv
C92-032,SX-700T,1,C92-032-0,100 ohm Current Control,Receiver,2,parts_13.csv
C92-037,SX-1000TD; SX-1000TW; SX-1500T,3,C92-037-0,300Ω Current Control,Receiver,6,parts_13.csv
C92-051,TX-7800,1,C92-051,VCO adjust 4.7k,Tuner,1,parts_13.csv
CA-20,SX-1000TW,1,CA-20-1,Wooden case,Receiver,1,parts_13.csv
CAA-035,H-R9000,1,CAA-035-0,"Knob, internal",8-Track Tape,1,parts_13.csv
CAA-036,H-R9000,1,CAA-036-0,"Knob, External",8-Track Tape,1,parts_13.csv
CAA-037,H-R100; H-R9000; H-R99,3,CAA-037-0; CAA-037-C,"Knob (REC LEVEL); Knob (REC Level); KNOB, REC LEVEL",8-Track Tape,3,parts_13.csv
CAB-003,H-R100; H-R9000; H-R99,3,CAB-003-0; CAB-003-B,"Knob (Function); Knob (SELECTOR); KNOB, FUNCTION",8-Track Tape,3,parts_13.csv
CAB-004,H-R9000,1,CAB-004-0,Knob (Tuning),8-Track Tape,1,parts_13.csv
CAB-005,H-R9000,1,CAB-005-0,Knob (FUNCTlON),8-Track Tape,1,parts_13.csv
CAC-036,H-R100; H-R9000; H-R99,3,CAC-036-0; CAC-036-B,"BUTTON, FFWD,PROGRAM,PAUSE; Push Button (ALC, F. FWD, Program, Pause); Push Button (ALC, F. FWD,PROGRAM, PAUSE)",8-Track Tape,3,parts_13.csv
CAC-037,H-R100; H-R9000; H-R99,3,CAC-037-0; CAC-037-A,"BUTTON, REC; Push Button (REC)",8-Track Tape,3,parts_13.csv
CAC-061,H-R9000,1,CAC-061-0,Push Button (POWER),8-Track Tape,1,parts_13.csv
CAC-075,H-22,1,CAC-075-0,Program Selector Button,8-Track Tape,1,parts_13.csv
CAC-087,H-R100,1,CAC-087-A,"BUTTON, DOLBY",8-Track Tape,1,parts_13.csv
CAG-017,H-R9000,1,CAG-017-A,Dial Scaie,8-Track Tape,1,parts_13.csv
CAT-013,H-22,1,CAT-013-0,Cartridge Door,8-Track Tape,1,parts_13.csv
CAW-005,H-R9000; H-R99,2,CAW-005-0,Level Meter,8-Track Tape,4,parts_13.csv
CAW-006,H-R9000,1,CAW-006-0,Tuning Meter,8-Track Tape,1,parts_13.csv
CAW-007,H-R100; H-R9000; H-R99,3,CAW-007-0; CAW-007-A,Counter; COUNTER,8-Track Tape,3,parts_13.csv
CAW-013,H-R100,1,CAW-013-0,Level Meter (Lch.); Level Meter (Rch.),8-Track Tape,2,parts_13.csv
CBE-003,H-R9000; H-R99,2,CBE-003-0,Dish Washer,8-Track Tape,2,parts_13.csv
CBE-012,H-R9000; H-R99,2,CBE-012-0,"Flat Washer, M7",8-Track Tape,4,parts_13.csv
CBE-013,H-R9000,1,CBE-013-0,"Flat Washer, M8",8-Track Tape,2,parts_13.csv
CBE-014,H-R9000; H-R99,2,CBE-014-0,"Flat Washer, M9",8-Track Tape,4,parts_13.csv
CBE-019,H-R9000; H-R99,2,CBE-019-0,Spacer,8-Track Tape,2,parts_13.csv
CBF-021,H-R9000,1,CBF-021-0,Teflon Washer,8-Track Tape,1,parts_13.csv
CBF-034,H-R9000; H-R99,2,CBF-034-0,Teﬂon Washer; Teflon Washer,8-Track Tape,2,parts_13.csv
CBH-001,H-R9000; H-R99,2,CBH-001-0,Spring (Solenoid),8-Track Tape,2,parts_13.csv
CBH-002,H-R9000; H-R99,2,CBH-002-0,Spring (Cam),8-Track Tape,2,parts_13.csv
CBH-048,H-R99,1,CBH-048-0,Spring,8-Track Tape,1,parts_13.csv
CBH-074,H-R9000,1,CBH-074-A,Spring (Dial Pulley B),8-Track Tape,1,parts_13.csv
CBH-102,H-R9000; H-R99,2,CBH-102-0,Spring (Recording Lock Lever),8-Track Tape,2,parts_13.csv
CBH-103,H-R9000; H-R99,2,CBH-103-0,Spring (Program Lever Return),8-Track Tape,2,parts_13.csv
CBH-122,H-22,1,CBH-122-0,Spring - Head Azimuth Adjusting; Spring - Head Base,8-Track Tape,2,parts_13.csv
CBH-123,H-22,1,CBH-123-0,Spring - Cam Height,8-Track Tape,1,parts_13.csv
CBH-124,H-22,1,CBH-124-0,Spring - Pressure,8-Track Tape,1,parts_13.csv
CBH-131,H-R99,1,CBH-131-0,Spring (Recording Lever),8-Track Tape,1,parts_13.csv
CBH-177,H-22,1,CBH-177-0,Spring (Cartridge Door Shaft),8-Track Tape,1,parts_13.csv
CBL-045,H-R9000,1,CBL-045-0,"Leaf Spring, Button Lock",8-Track Tape,1,parts_13.csv
CBL-046,H-22,1,CBL-046-0,Spring - Tension,8-Track Tape,1,parts_13.csv
CBN-003,H-R9000; H-R99,2,CBN-003-0,"Hex. Nut, M7",8-Track Tape,4,parts_13.csv
CBN-004,H-R9000,1,CBN-004-0,"Hex. Nut, M8",8-Track Tape,2,parts_13.csv
CBN-005,H-R9000; H-R99,2,CBN-005-0,"Hex Nut, M9; Hex. Nut, M9",8-Track Tape,3,parts_13.csv
CCDSL 030D 50,SX-6000,1,CCDSL 030D 50,Ceramic 3P 50V,Receiver,1,parts_13.csv
CCDSL 101Z 50,SA-8100,1,CCDSL 101Z 50,Ceramic 100p 50V,Integrated Amplifier,2,parts_13.csv
CCDSL 150K 50,SX-6000,1,CCDSL 150K 50,Ceramic 15p 50V,Receiver,1,parts_13.csv
CCDSL 680K 50,SA-8100,1,CCDSL 680k 50; CCDSL 680K 50,Ceramic 68p 50V,Integrated Amplifier,2,parts_13.csv
CCDSL560K50,SX-1250,1,CCDSL560K50,Ceramic 56p 50V (HG),Receiver,1,parts_13.csv
CCG-003,H-R100; H-R99,2,CCG-003-0,Capacitor 0.01 uF  +80/-20% 250V; Capacitor 0.01uF,8-Track Tape,2,parts_13.csv
CCS-038,H-R9000,1,CCS-038-0,Gain Control,8-Track Tape,1,parts_13.csv
CCS-039,H-R9000,1,CCS-039-0,Tone Control with Switch Treble and Bass,8-Track Tape,1,parts_13.csv
CCS-040,H-R100; H-R9000; H-R99,3,CCS-040-0,Volume (REC LEVEL); Volume (Rec Level); Volume (Record Level),8-Track Tape,7,parts_13.csv
CDE-045,H-R9000; H-R99,2,CDE-045-0,Connecting Cord,8-Track Tape,2,parts_13.csv
CDE-052,H-R9000,1,CDE-052-0,Speaker Cord,8-Track Tape,1,parts_13.csv
CDE-094,H-22,1,CDE-094-0,Patch Cord,8-Track Tape,1,parts_13.csv
CDG-002,H-R9000; H-R99,2,CDG-002-0,AC Power Cord,8-Track Tape,2,parts_13.csv
